"belang" "moskee" "koran"
"2680" 4 1 1
"2681" 3 1 1
"2682" 5 2 2
"2683" 2 1 1
"2684" 2 1 1
"2685" 4 1 1
"2686" 2 1 1
"2687" 1 1 1
"2688" 5 4 3
"2689" 2 2 1
"2690" 5 3 3
"2691" 2 1 1
"2692" 3 1 1
"2693" 4 1 1
"2694" 4 1 1
"2695" 5 1 1
"2696" 5 1 1
"2697" 2 1 1
"2698" 5 3 5
"2699" 5 1 1
"2700" 5 5 5
"2701" 4 1 1
"2702" 5 5 4
"2703" 5 5 5
"2704" 4 1 1
"2705" 3 1 1
"2706" 4 4 1
"2707" 1 1 1
"2708" 3 1 1
"2709" 5 3 3
"2710" 4 1 1
"2711" 5 1 1
"2712" 4 1 1
"2713" 3 1 1
"2714" 5 3 3
"2715" 5 3 3
"2716" 5 4 4
"2717" 2 1 1
"2718" 3 1 1
"2719" 4 3 1
"2720" 5 5 5
"2721" 4 1 1
"2722" 5 5 5
"2723" 3 1 1
"2724" 1 1 1
"2725" 3 1 1
"2726" 2 1 1
"2727" 4 1 3
"2728" 5 3 1
"2729" 4 1 1
"2730" 4 1 1
"2731" 1 1 1
"2732" 3 1 1
"2733" 1 1 1
"2734" 5 5 3
"2735" 5 5 4
"2736" 2 1 1
"2737" 5 4 1
"2738" 5 1 1
"2739" 5 4 4
"2740" 5 3 5
"2741" 3 1 1
"2742" 5 1 1
"2743" 1 1 1
"2744" 5 4 5
"2745" 3 1 1
"2748" 4 5 3
"2749" 5 5 3
"2750" 4 1 1
"2751" 1 1 1
"2752" 5 5 4
"2753" 5 5 5
"2754" 5 5 5
"2755" 1 1 1
"2756" 1 1 1
"2757" 5 3 1
"2758" 5 1 5
"2759" 5 5 4
"2760" 4 1 1
"2762" 5 5 5
"2763" 3 1 1
"2764" 4 1 1
"2765" 5 1 1
"2766" 1 1 1
"2767" 5 5 5
"2768" 4 1 1
"2769" 4 1 1
"2770" 3 1 1
"2771" 3 1 1
"2772" 5 5 5
"2773" 5 3 5
"2774" 2 1 1
"2775" 5 5 5
"2776" 5 5 5
"2777" 1 1 1
"2778" 3 1 1
"2779" 5 3 5
"2780" 2 1 1
"2781" 4 1 1
"2782" 1 1 1
"2783" 2 1 1
"2784" 2 1 1
"2785" 3 1 1
"2786" 3 1 1
"2787" 3 1 1
"2788" 3 1 1
"2789" 3 1 1
"2790" 4 1 1
"2791" 4 1 1
"2792" 3 1 1
"2793" 3 1 1
"2794" 1 1 1
"2795" 1 1 1
"2796" 1 1 1
"2797" 3 1 1
"2798" 1 1 1
"2799" 3 1 1
"2800" 5 1 1
"2801" 4 1 1
"2802" 4 1 1
"2803" 2 1 1
"2804" 3 1 1
"2805" 3 1 1
"2806" 4 1 1
"2807" 4 1 1
"2808" 5 3 3
"2809" 2 1 1
"2810" 4 1 1
"2811" 3 1 1
"2812" 3 1 1
"2813" 3 1 1
"2814" 3 1 1
"2815" 3 1 1
"2816" 3 1 1
"2817" 3 1 1
"2818" 3 1 1
"2819" 3 1 1
"2820" 3 1 1
"2821" 3 1 1
"2822" 3 1 1
"2823" 3 1 1
"2824" 3 1 1
"2825" 3 1 1
"2826" 3 1 1
"2827" 3 1 1
"2828" 2 1 1
"2829" 3 1 1
"2830" 3 1 1
"2831" 3 1 1
"2832" 4 1 1
"2833" 3 1 1
"2834" 4 1 1
"2835" 2 1 1
"2837" 3 1 1
"2839" 3 1 1
"2840" 3 1 1
"2841" 4 1 1
"2842" 1 1 1
"2843" 1 1 1
"2845" 2 1 1
